GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
1400000US25027700100,25027700100,"Census Tract 7001, Worcester County, Massachusetts",4177,228,40,44,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,34,31,37,75,63,0,17,984,240,96,81,338,119,464,203,522,152,1103,257,486,155,24,37,0,17
1400000US25027701100,25027701100,"Census Tract 7011, Worcester County, Massachusetts",6033,354,159,133,0,17,0,17,0,17,0,17,0,17,0,17,0,17,20,24,0,17,14,21,87,75,154,96,71,59,199,135,1815,384,292,156,417,209,920,303,760,238,705,194,350,148,34,40,36,35
1400000US25027702200,25027702200,"Census Tract 7022, Worcester County, Massachusetts",2304,144,13,16,0,12,0,12,0,12,0,12,7,5,0,12,10,14,0,12,3,4,105,51,29,28,9,11,61,54,44,24,865,156,112,46,93,34,302,78,276,84,241,82,88,34,21,18,25,18
1400000US25027703100,25027703100,"Census Tract 7031, Worcester County, Massachusetts",3153,266,27,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,31,45,0,12,35,45,69,45,222,103,71,70,20,22,1337,223,150,77,100,61,389,117,251,94,326,104,125,54,0,12,0,12
1400000US25027703200,25027703200,"Census Tract 7032, Worcester County, Massachusetts",2458,165,65,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,36,41,44,106,77,89,65,49,33,13,21,640,150,104,51,77,49,408,106,409,100,264,88,110,65,12,11,41,40
1400000US25027703300,25027703300,"Census Tract 7033, Worcester County, Massachusetts",2633,181,9,13,0,12,0,12,0,12,0,12,0,12,0,12,12,19,17,19,9,13,22,24,32,27,49,37,67,49,33,25,812,160,101,53,197,72,405,118,295,96,452,138,99,59,0,12,22,25
1400000US25027704200,25027704200,"Census Tract 7042, Worcester County, Massachusetts",2065,125,10,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,4,10,9,5,7,26,12,30,17,18,11,641,91,64,25,149,31,311,70,218,44,311,60,171,40,35,14,63,30
1400000US25027705100,25027705100,"Census Tract 7051, Worcester County, Massachusetts",6000,263,44,43,0,17,0,17,0,17,0,17,0,17,0,17,18,30,0,17,0,17,63,54,94,81,197,102,85,104,65,54,1997,313,251,112,347,146,1025,268,701,200,721,215,312,141,0,17,80,96
1400000US25027706100,25027706100,"Census Tract 7061, Worcester County, Massachusetts",3126,144,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,40,39,32,38,30,33,28,41,38,944,165,88,58,303,87,425,94,338,93,510,122,257,99,48,48,28,25
