GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
1400000US48113000100,48113000100,"Census Tract 1, Dallas County, Texas",3061,209,17,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,25,40,0,13,21,23,0,13,10,16,32,28,11,18,234,134,12,18,140,68,373,179,97,57,1142,162,488,129,344,91,115,59
1400000US48113000201,48113000201,"Census Tract 2.01, Dallas County, Texas",2189,125,17,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,33,48,0,13,0,13,0,13,7,10,0,13,0,13,54,34,10,16,67,38,315,95,70,47,951,123,445,88,176,62,44,32
1400000US48113000202,48113000202,"Census Tract 2.02, Dallas County, Texas",2899,169,48,37,0,13,0,13,0,13,22,27,22,27,0,13,0,13,0,13,0,13,39,58,0,13,11,20,0,13,11,17,159,96,20,24,41,36,419,135,173,94,1095,203,602,163,184,68,53,49
1400000US48113000300,48113000300,"Census Tract 3, Dallas County, Texas",3375,327,32,47,0,13,0,13,0,13,0,13,0,13,0,13,37,59,0,13,0,13,0,13,0,13,0,13,22,33,37,45,256,112,63,78,88,82,246,138,166,97,1508,191,682,258,206,115,32,38
1400000US48113000401,48113000401,"Census Tract 4.01, Dallas County, Texas",4030,610,83,62,0,18,0,18,0,18,0,18,47,49,63,52,0,18,343,136,16,30,48,51,311,159,102,81,170,82,84,59,614,187,176,115,90,69,756,208,188,109,538,158,244,115,85,43,72,39
1400000US48113000404,48113000404,"Census Tract 4.04, Dallas County, Texas",2996,282,42,40,0,13,0,13,0,13,0,13,46,74,9,16,0,13,132,83,29,35,29,27,18,20,31,38,78,54,155,98,351,130,40,37,129,62,267,89,172,73,969,187,258,97,138,79,103,57
1400000US48113000405,48113000405,"Census Tract 4.05, Dallas County, Texas",1653,303,152,80,0,13,0,13,0,13,9,13,22,37,50,58,22,35,142,89,31,38,12,18,0,13,67,67,101,69,95,68,376,185,63,63,25,24,115,62,17,19,286,84,42,38,17,19,9,13
1400000US48113000406,48113000406,"Census Tract 4.06, Dallas County, Texas",5030,526,236,129,0,18,21,35,0,18,27,48,60,73,0,18,94,99,217,134,64,86,0,18,263,152,192,135,118,153,182,135,1226,281,154,131,184,115,412,203,223,168,619,182,272,129,112,90,354,254
1400000US48113000500,48113000500,"Census Tract 5, Dallas County, Texas",4591,540,159,171,0,13,0,13,0,13,0,13,11,21,17,27,0,13,0,13,20,33,19,32,2,4,34,56,49,77,48,57,408,154,93,87,140,93,410,191,294,123,1945,334,491,180,402,176,49,47
