GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
1400000US53033000100,53033000100,"Census Tract 1, King County, Washington",5365,360,74,68,0,17,0,17,0,17,0,17,69,72,56,88,0,17,41,65,0,17,106,101,0,17,29,32,0,17,156,89,696,256,190,115,297,118,663,179,405,131,1509,248,552,186,273,115,249,115
1400000US53033000200,53033000200,"Census Tract 2, King County, Washington",5863,374,164,125,0,17,0,17,0,17,0,17,0,17,0,17,0,17,81,100,3,9,0,17,19,33,19,29,84,110,116,91,671,202,159,88,285,129,628,173,497,162,1896,333,966,224,60,55,215,114
1400000US53033000300,53033000300,"Census Tract 3, King County, Washington",2137,152,16,22,0,12,0,12,0,12,0,12,1,2,0,12,0,12,0,12,0,12,0,12,10,17,62,59,54,56,53,42,321,128,46,40,175,74,229,93,341,156,577,157,185,80,25,24,42,29
1400000US53033000401,53033000401,"Census Tract 4.01, King County, Washington",4798,348,77,57,0,17,0,17,0,17,0,17,0,17,0,17,26,47,22,33,0,17,27,45,29,37,48,53,66,64,12,20,747,211,188,84,282,120,956,270,514,223,1232,297,370,155,77,69,125,82
1400000US53033000402,53033000402,"Census Tract 4.02, King County, Washington",4400,413,42,39,0,17,0,17,0,17,0,17,0,17,0,17,7,17,0,17,0,17,34,28,6,12,37,41,61,56,76,90,743,201,40,44,229,105,558,198,209,100,1602,264,459,193,208,127,89,69
1400000US53033000500,53033000500,"Census Tract 5, King County, Washington",2379,141,0,12,7,12,0,12,0,12,0,12,9,14,4,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,19,139,56,27,28,79,43,323,86,151,62,932,162,429,91,168,49,93,43
1400000US53033000600,53033000600,"Census Tract 6, King County, Washington",5789,358,33,39,0,17,0,17,0,17,0,17,9,19,0,17,0,17,62,35,0,17,0,17,13,28,24,30,0,17,244,119,807,247,248,155,337,106,801,188,374,161,1648,292,890,231,195,92,104,69
1400000US53033000700,53033000700,"Census Tract 7, King County, Washington",3269,250,0,12,15,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,44,69,0,12,75,56,435,166,92,66,149,75,463,134,460,166,944,188,454,148,65,60,73,52
1400000US53033000800,53033000800,"Census Tract 8, King County, Washington",1878,136,1,2,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,9,0,12,0,12,15,18,24,22,117,64,12,14,83,51,372,127,95,47,496,102,410,126,130,52,118,47
1400000US53033000900,53033000900,"Census Tract 9, King County, Washington",1465,97,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,8,2,4,6,9,27,33,0,12,85,46,11,11,53,26,108,44,68,33,469,82,298,59,123,41,210,61
